student_id,student_name,overall_percentage
STU00810,Student_STU00810,62.0
STU00811,Student_STU00811,64.0
STU00812,Student_STU00812,61.0
STU00813,Student_STU00813,91.67
STU00814,Student_STU00814,72.0
STU00815,Student_STU00815,89.33
STU00816,Student_STU00816,66.67
STU00817,Student_STU00817,40.0
STU00818,Student_STU00818,83.0
STU00819,Student_STU00819,86.67
STU00820,Student_STU00820,68.67
STU00821,Student_STU00821,50.0
STU00822,Student_STU00822,60.33
STU00823,Student_STU00823,53.67
STU00824,Student_STU00824,94.0
STU00825,Student_STU00825,60.33
STU00826,Student_STU00826,98.67
STU00827,Student_STU00827,67.33
STU00828,Student_STU00828,51.67
STU00829,Student_STU00829,50.67
STU00830,Student_STU00830,50.0
STU00831,Student_STU00831,67.0
STU00832,Student_STU00832,68.0
STU00833,Student_STU00833,73.67
STU00834,Student_STU00834,82.67
STU00835,Student_STU00835,82.67
STU00836,Student_STU00836,69.67
STU00837,Student_STU00837,76.0
STU00838,Student_STU00838,86.67
STU00839,Student_STU00839,78.67
STU00840,Student_STU00840,74.33
STU00841,Student_STU00841,48.0
STU00842,Student_STU00842,84.0
STU00843,Student_STU00843,77.33
STU00844,Student_STU00844,77.67
STU00845,Student_STU00845,65.0
STU00846,Student_STU00846,75.67
STU00847,Student_STU00847,64.67
STU00848,Student_STU00848,64.67
STU00849,Student_STU00849,52.67
STU00850,Student_STU00850,76.33
STU00851,Student_STU00851,53.33
STU00852,Student_STU00852,74.67
STU00853,Student_STU00853,89.67
STU00854,Student_STU00854,69.67
STU00855,Student_STU00855,77.0
STU00856,Student_STU00856,65.33
STU00857,Student_STU00857,69.33
STU00858,Student_STU00858,65.33
STU00859,Student_STU00859,53.67
STU00860,Student_STU00860,87.33
STU00861,Student_STU00861,74.67
STU00862,Student_STU00862,67.33
STU00863,Student_STU00863,65.0
STU00864,Student_STU00864,67.0
STU00865,Student_STU00865,68.67
STU00866,Student_STU00866,56.67
STU00867,Student_STU00867,69.0
STU00868,Student_STU00868,83.0
STU00869,Student_STU00869,69.33
STU00870,Student_STU00870,76.67
STU00871,Student_STU00871,70.0
STU00872,Student_STU00872,53.0
STU00873,Student_STU00873,74.33
STU00874,Student_STU00874,77.67
STU00875,Student_STU00875,74.67
STU00876,Student_STU00876,60.0
STU00877,Student_STU00877,75.67
STU00878,Student_STU00878,76.0
STU00879,Student_STU00879,78.0
STU00880,Student_STU00880,61.33
STU00881,Student_STU00881,71.0
STU00882,Student_STU00882,62.67
STU00883,Student_STU00883,57.0
STU00884,Student_STU00884,37.67
STU00885,Student_STU00885,65.33
STU00886,Student_STU00886,97.67
STU00887,Student_STU00887,76.0
STU00888,Student_STU00888,76.0
STU00889,Student_STU00889,51.67
STU00890,Student_STU00890,88.67
STU00891,Student_STU00891,51.67
STU00892,Student_STU00892,75.67
STU00893,Student_STU00893,73.67
STU00894,Student_STU00894,75.67
STU00895,Student_STU00895,56.0
STU00896,Student_STU00896,84.67
STU00897,Student_STU00897,82.33
STU00898,Student_STU00898,67.0
STU00899,Student_STU00899,71.33
STU00900,Student_STU00900,63.67
STU00901,Student_STU00901,80.67
STU00902,Student_STU00902,65.33
STU00903,Student_STU00903,86.0
STU00904,Student_STU00904,64.67
STU00905,Student_STU00905,62.0
STU00906,Student_STU00906,66.33
STU00907,Student_STU00907,38.67
STU00908,Student_STU00908,59.0
STU00909,Student_STU00909,85.0
STU00910,Student_STU00910,53.67
STU00911,Student_STU00911,89.0
STU00912,Student_STU00912,83.33
STU00913,Student_STU00913,99.0
STU00914,Student_STU00914,82.0
STU00915,Student_STU00915,68.0
STU00916,Student_STU00916,85.67
STU00917,Student_STU00917,74.33
STU00918,Student_STU00918,97.0
STU00919,Student_STU00919,75.33
STU00920,Student_STU00920,81.33
STU00921,Student_STU00921,68.0
STU00922,Student_STU00922,57.67
STU00923,Student_STU00923,84.0
STU00924,Student_STU00924,46.67
STU00925,Student_STU00925,43.67
STU00926,Student_STU00926,75.33
STU00927,Student_STU00927,72.33
STU00928,Student_STU00928,58.67
STU00929,Student_STU00929,83.0
STU00930,Student_STU00930,43.0
STU00931,Student_STU00931,75.0
STU00932,Student_STU00932,48.0
STU00933,Student_STU00933,90.0
STU00934,Student_STU00934,48.67
STU00935,Student_STU00935,56.0
STU00936,Student_STU00936,61.0
STU00937,Student_STU00937,85.0
STU00938,Student_STU00938,64.0
STU00939,Student_STU00939,75.0
STU00940,Student_STU00940,58.67
STU00941,Student_STU00941,75.0
STU00942,Student_STU00942,50.0
STU00943,Student_STU00943,82.33
STU00944,Student_STU00944,68.0
STU00945,Student_STU00945,52.33
STU00946,Student_STU00946,75.0
STU00947,Student_STU00947,71.67
STU00948,Student_STU00948,67.0
STU00949,Student_STU00949,56.33
STU00950,Student_STU00950,85.67
STU00951,Student_STU00951,69.33
STU00952,Student_STU00952,68.33
STU00953,Student_STU00953,77.0
STU00954,Student_STU00954,84.0
STU00955,Student_STU00955,55.33
STU00956,Student_STU00956,90.33
STU00957,Student_STU00957,55.0
STU00958,Student_STU00958,70.0
STU00959,Student_STU00959,58.67
STU00960,Student_STU00960,74.33
STU00961,Student_STU00961,63.0
STU00962,Student_STU00962,53.33
STU00963,Student_STU00963,81.67
STU00964,Student_STU00964,62.33
STU00965,Student_STU00965,60.67
STU00966,Student_STU00966,72.67
STU00967,Student_STU00967,70.0
STU00968,Student_STU00968,66.0
STU00969,Student_STU00969,71.33
STU00970,Student_STU00970,58.33
STU00971,Student_STU00971,49.67
STU00972,Student_STU00972,74.0
STU00973,Student_STU00973,63.67
STU00974,Student_STU00974,73.0
STU00975,Student_STU00975,63.67
STU00976,Student_STU00976,54.0
STU00977,Student_STU00977,69.33
STU00978,Student_STU00978,40.67
STU00979,Student_STU00979,77.67
STU00980,Student_STU00980,87.0
STU00981,Student_STU00981,53.0
STU00982,Student_STU00982,83.67
STU00983,Student_STU00983,81.0
STU00984,Student_STU00984,57.67
STU00985,Student_STU00985,83.67
STU00986,Student_STU00986,42.33
STU00987,Student_STU00987,76.0
STU00988,Student_STU00988,29.67
STU00989,Student_STU00989,64.67
STU00990,Student_STU00990,59.33
STU00991,Student_STU00991,56.67
STU00992,Student_STU00992,65.33
STU00993,Student_STU00993,69.67
STU00994,Student_STU00994,83.33
STU00995,Student_STU00995,48.33
STU00996,Student_STU00996,66.0
STU00997,Student_STU00997,70.0
STU00998,Student_STU00998,78.33
STU00999,Student_STU00999,61.0
STU01000,Student_STU01000,54.67
STU01001,Student_STU01001,69.33
STU01002,Student_STU01002,76.33
STU01003,Student_STU01003,92.0
STU01004,Student_STU01004,84.67
STU01005,Student_STU01005,75.67
STU01006,Student_STU01006,76.67
STU01007,Student_STU01007,71.0
STU01008,Student_STU01008,42.0
STU01009,Student_STU01009,78.0
STU01010,Student_STU01010,54.67
STU01011,Student_STU01011,39.33
STU01012,Student_STU01012,47.0
STU01013,Student_STU01013,61.67
STU01014,Student_STU01014,82.33
STU01015,Student_STU01015,78.33
STU01016,Student_STU01016,89.0
STU01017,Student_STU01017,56.0
STU01018,Student_STU01018,69.0
STU01019,Student_STU01019,66.67
STU01020,Student_STU01020,85.33
STU01021,Student_STU01021,89.0
STU01022,Student_STU01022,87.0
STU01023,Student_STU01023,50.67
STU01024,Student_STU01024,80.0
STU01025,Student_STU01025,52.67
STU01026,Student_STU01026,62.33
STU01027,Student_STU01027,64.67
STU01028,Student_STU01028,70.0
STU01029,Student_STU01029,78.67
STU01030,Student_STU01030,58.33
STU01031,Student_STU01031,59.33
STU01032,Student_STU01032,83.0
STU01033,Student_STU01033,60.67
STU01034,Student_STU01034,82.67
STU01035,Student_STU01035,51.0
STU01036,Student_STU01036,66.0
STU01037,Student_STU01037,64.67
STU01038,Student_STU01038,78.67
STU01039,Student_STU01039,56.0
STU01040,Student_STU01040,72.0
STU01041,Student_STU01041,45.67
STU01042,Student_STU01042,57.67
STU01043,Student_STU01043,34.33
STU01044,Student_STU01044,75.67
STU01045,Student_STU01045,56.33
STU01046,Student_STU01046,86.33
STU01047,Student_STU01047,87.0
STU01048,Student_STU01048,56.0
STU01049,Student_STU01049,66.33
STU01050,Student_STU01050,74.67
STU01051,Student_STU01051,68.33
STU01052,Student_STU01052,64.0
STU01053,Student_STU01053,88.33
STU01054,Student_STU01054,70.0
STU01055,Student_STU01055,60.33
STU01056,Student_STU01056,96.67
STU01057,Student_STU01057,69.33
STU01058,Student_STU01058,75.0
STU01059,Student_STU01059,49.0
STU01060,Student_STU01060,77.33
STU01061,Student_STU01061,56.0
STU01062,Student_STU01062,84.67
STU01063,Student_STU01063,39.67
STU01064,Student_STU01064,74.0
STU01065,Student_STU01065,93.67
STU01066,Student_STU01066,84.0
STU01067,Student_STU01067,54.67
STU01068,Student_STU01068,48.0
STU01069,Student_STU01069,74.67
STU01070,Student_STU01070,50.33
STU01071,Student_STU01071,54.67
STU01072,Student_STU01072,72.67
STU01073,Student_STU01073,81.33
STU01074,Student_STU01074,87.33
STU01075,Student_STU01075,55.33
STU01076,Student_STU01076,70.0
STU01077,Student_STU01077,82.33
STU01078,Student_STU01078,57.33
STU01079,Student_STU01079,70.33
STU01080,Student_STU01080,71.33
STU01081,Student_STU01081,64.33
STU01082,Student_STU01082,70.33
STU01083,Student_STU01083,69.33
STU01084,Student_STU01084,48.33
STU01085,Student_STU01085,52.0
STU01086,Student_STU01086,72.67
STU01087,Student_STU01087,96.0
STU01088,Student_STU01088,61.67
STU01089,Student_STU01089,69.33
STU01090,Student_STU01090,47.67
STU01091,Student_STU01091,87.33
STU01092,Student_STU01092,87.33
STU01093,Student_STU01093,63.33
STU01094,Student_STU01094,79.0
STU01095,Student_STU01095,63.33
STU01096,Student_STU01096,34.67
STU01097,Student_STU01097,30.67
STU01098,Student_STU01098,73.33
STU01099,Student_STU01099,61.33
STU01100,Student_STU01100,75.0
STU01101,Student_STU01101,86.0
STU01102,Student_STU01102,75.0
STU01103,Student_STU01103,41.0
STU01104,Student_STU01104,97.67
STU01105,Student_STU01105,78.33
STU01106,Student_STU01106,80.67
STU01107,Student_STU01107,52.0
STU01108,Student_STU01108,84.67
STU01109,Student_STU01109,71.33
STU01110,Student_STU01110,68.0
STU01111,Student_STU01111,46.67
STU01112,Student_STU01112,78.33
STU01113,Student_STU01113,59.67
STU01114,Student_STU01114,58.33
STU01115,Student_STU01115,54.0
STU01116,Student_STU01116,68.0
STU01117,Student_STU01117,100.0
STU01118,Student_STU01118,52.33
STU01119,Student_STU01119,71.33
STU01120,Student_STU01120,92.67
STU01121,Student_STU01121,68.67
STU01122,Student_STU01122,44.67
STU01123,Student_STU01123,68.0
STU01124,Student_STU01124,61.33
STU01125,Student_STU01125,71.0
STU01126,Student_STU01126,66.0
STU01127,Student_STU01127,57.33
STU01128,Student_STU01128,65.67
STU01129,Student_STU01129,44.33
STU01130,Student_STU01130,51.67
STU01131,Student_STU01131,70.33
STU01132,Student_STU01132,60.33
STU01133,Student_STU01133,68.33
STU01134,Student_STU01134,73.0
STU01135,Student_STU01135,91.67
STU01136,Student_STU01136,63.67
STU01137,Student_STU01137,59.0
STU01138,Student_STU01138,57.33
STU01139,Student_STU01139,83.67
STU01140,Student_STU01140,71.33
STU01141,Student_STU01141,70.0
STU01142,Student_STU01142,88.33
STU01143,Student_STU01143,70.33
STU01144,Student_STU01144,61.33
STU01145,Student_STU01145,62.33
STU01146,Student_STU01146,57.67
STU01147,Student_STU01147,81.33
STU01148,Student_STU01148,55.67
STU01149,Student_STU01149,50.33
STU01150,Student_STU01150,68.33
STU01151,Student_STU01151,79.33
STU01152,Student_STU01152,78.33
STU01153,Student_STU01153,73.33
STU01154,Student_STU01154,54.67
STU01155,Student_STU01155,66.67
STU01156,Student_STU01156,63.67
STU01157,Student_STU01157,84.0
STU01158,Student_STU01158,97.33
STU01159,Student_STU01159,55.67
STU01160,Student_STU01160,75.67
STU01161,Student_STU01161,59.33
STU01162,Student_STU01162,51.67
STU01163,Student_STU01163,100.0
STU01164,Student_STU01164,72.0
STU01165,Student_STU01165,62.33
STU01166,Student_STU01166,68.0
STU01167,Student_STU01167,66.0
STU01168,Student_STU01168,62.0
STU01169,Student_STU01169,70.33
STU01170,Student_STU01170,79.67
STU01171,Student_STU01171,96.33
STU01172,Student_STU01172,73.0
STU01173,Student_STU01173,54.33
STU01174,Student_STU01174,58.33
STU01175,Student_STU01175,61.33
STU01176,Student_STU01176,74.33
STU01177,Student_STU01177,60.67
STU01178,Student_STU01178,61.67
STU01179,Student_STU01179,48.0
STU01180,Student_STU01180,93.33
STU01181,Student_STU01181,18.33
STU01182,Student_STU01182,79.0
STU01183,Student_STU01183,83.33
STU01184,Student_STU01184,85.33
STU01185,Student_STU01185,77.0
STU01186,Student_STU01186,54.0
STU01187,Student_STU01187,50.0
STU01188,Student_STU01188,77.33
STU01189,Student_STU01189,44.67
STU01190,Student_STU01190,78.67
STU01191,Student_STU01191,80.67
STU01192,Student_STU01192,75.0
STU01193,Student_STU01193,69.0
STU01194,Student_STU01194,69.33
STU01195,Student_STU01195,62.67
STU01196,Student_STU01196,94.0
STU01197,Student_STU01197,57.33
STU01198,Student_STU01198,65.0
STU01199,Student_STU01199,74.33
STU01200,Student_STU01200,83.0
